Genotype 0 :	0202112220212020120012101
Haplotype 51 :	0101101110111010110011100
Haplotype 138 :	0101011110101010010001001

Genotype 1 :	1202102210222020220122201
Haplotype 51 :	0101101110111010110011100
Haplotype 63 :	1101001100111010110111101

Genotype 2 :	2102012200212020120111202
Haplotype 63 :	1101001100111010110111101
Haplotype 21 :	1001011100101010010000101

Genotype 3 :	2002122200201020121101212
Haplotype 21 :	1001011100101010010000101
Haplotype 156 :	1001111100100010111101111

Genotype 4 :	2002122200201020121101212
Haplotype 21 :	1001011100101010010000101
Haplotype 156 :	1001111100100010111101111

Genotype 5 :	2012012200101020020001201
Haplotype 21 :	1001011100101010010000101
Haplotype 155 :	1011001100000010010001100

Genotype 6 :	1022002101000011020001200
Haplotype 155 :	1011001100000010010001100
Haplotype 68 :	0011001001000001010000100

Genotype 7 :	1022002101000011020001200
Haplotype 68 :	0011001001000001010000100
Haplotype 155 :	1011001100000010010001100

Genotype 8 :	1022002101000011020001200
Haplotype 68 :	0011001001000001010000100
Haplotype 155 :	1011001100000010010001100

Genotype 9 :	2012002100010120110001200
Haplotype 155 :	1011001100000010010001100
Haplotype 31 :	1001001000010110100000100

Genotype 10 :	1022002101000011020001200
Haplotype 155 :	1011001100000010010001100
Haplotype 68 :	0011001001000001010000100

Genotype 11 :	2012002100010120110001200
Haplotype 155 :	1011001100000010010001100
Haplotype 31 :	1001001000010110100000100

Genotype 12 :	2001012010121220200000200
Haplotype 31 :	1001001000010110100000100
Haplotype 118 :	1000011010111110100000100

Genotype 13 :	2001012010121220200000200
Haplotype 118 :	1000011010111110100000100
Haplotype 31 :	1001001000010110100000100

Genotype 14 :	2001012010121220200000200
Haplotype 31 :	1001001000010110100000100
Haplotype 118 :	1000011010111110100000100

Genotype 15 :	1002002001020120111000100
Haplotype 31 :	1001001000010110100000100
Haplotype 78 :	0001001001010010011000000

Genotype 16 :	2001012010121220200000200
Haplotype 31 :	1001001000010110100000100
Haplotype 118 :	1000011010111110100000100

Genotype 17 :	2012002100010120110001200
Haplotype 31 :	1001001000010110100000100
Haplotype 155 :	1011001100000010010001100

Genotype 18 :	1002002001020120111000100
Haplotype 31 :	1001001000010110100000100
Haplotype 78 :	0001001001010010011000000

Genotype 19 :	0012002002010011021000100
Haplotype 78 :	0001001001010010011000000
Haplotype 68 :	0011001001000001010000100

Genotype 20 :	1002002001020120111000100
Haplotype 78 :	0001001001010010011000000
Haplotype 31 :	1001001000010110100000100

Genotype 21 :	0012002002010011021000100
Haplotype 78 :	0001001001010010011000000
Haplotype 68 :	0011001001000001010000100

Genotype 22 :	1022002101000011020001200
Haplotype 68 :	0011001001000001010000100
Haplotype 155 :	1011001100000010010001100

Genotype 23 :	2012012200101020020001201
Haplotype 155 :	1011001100000010010001100
Haplotype 21 :	1001011100101010010000101

Genotype 24 :	2002122200201020121101212
Haplotype 21 :	1001011100101010010000101
Haplotype 156 :	1001111100100010111101111

Genotype 25 :	2012012200101020020001201
Haplotype 21 :	1001011100101010010000101
Haplotype 155 :	1011001100000010010001100

Genotype 26 :	1022002101000011020001200
Haplotype 155 :	1011001100000010010001100
Haplotype 68 :	0011001001000001010000100

Genotype 27 :	1022002200001010110102100
Haplotype 155 :	1011001100000010010001100
Haplotype 73 :	0011001100001000100101000

Genotype 28 :	1012002210002001201102010
Haplotype 73 :	0011001100001000100101000
Haplotype 0 :	1001001110001001101001010

Genotype 29 :	2102002110002101202102010
Haplotype 0 :	1001001110001001101001010
Haplotype 74 :	1101001000001100101101000

Genotype 30 :	1012002210002001201102010
Haplotype 0 :	1001001110001001101001010
Haplotype 73 :	0011001100001000100101000

Genotype 31 :	2002002210011002212111020
Haplotype 0 :	1001001110001001101001010
Haplotype 59 :	1001001100010001111110010

Genotype 32 :	2002002210011002212111020
Haplotype 59 :	1001001100010001111110010
Haplotype 0 :	1001001110001001101001010

Genotype 33 :	2102101200020102222121010
Haplotype 59 :	1001001100010001111110010
Haplotype 71 :	1101100100010101111011000

Genotype 34 :	2202200201120202111021000
Haplotype 71 :	1101100100010101111011000
Haplotype 19 :	1101100101110101000010000

Genotype 35 :	2201110210020102221012000
Haplotype 71 :	1101100100010101111011000
Haplotype 112 :	1100010110010001110001000

Genotype 36 :	2201110210020102221012000
Haplotype 71 :	1101100100010101111011000
Haplotype 112 :	1100010110010001110001000

Genotype 37 :	2102101200020102222121010
Haplotype 71 :	1101100100010101111011000
Haplotype 59 :	1001001100010001111110010

Genotype 38 :	2202200201120202111021000
Haplotype 71 :	1101100100010101111011000
Haplotype 19 :	1101100101110101000010000

Genotype 39 :	2202200201120202111021000
Haplotype 71 :	1101100100010101111011000
Haplotype 19 :	1101100101110101000010000

Genotype 40 :	2202200201120202111021000
Haplotype 71 :	1101100100010101111011000
Haplotype 19 :	1101100101110101000010000

Genotype 41 :	2202200201120202111021000
Haplotype 19 :	1101100101110101000010000
Haplotype 71 :	1101100100010101111011000

Genotype 42 :	2202200201120202111021000
Haplotype 71 :	1101100100010101111011000
Haplotype 19 :	1101100101110101000010000

Genotype 43 :	2102101200020102222121010
Haplotype 71 :	1101100100010101111011000
Haplotype 59 :	1001001100010001111110010

Genotype 44 :	2012112201020011222220020
Haplotype 59 :	1001001100010001111110010
Haplotype 80 :	1011111101010010111110010

Genotype 45 :	2012112201020011222220020
Haplotype 59 :	1001001100010001111110010
Haplotype 80 :	1011111101010010111110010

Genotype 46 :	2121122102120020222120120
Haplotype 80 :	1011111101010010111110010
Haplotype 108 :	1110011001110010111010110

Genotype 47 :	2012112201020011222220020
Haplotype 80 :	1011111101010010111110010
Haplotype 59 :	1001001100010001111110010

Genotype 48 :	2012112201020011222220020
Haplotype 80 :	1011111101010010111110010
Haplotype 59 :	1001001100010001111110010

Genotype 49 :	2012112201020011222220020
Haplotype 80 :	1011111101010010111110010
Haplotype 59 :	1001001100010001111110010

Genotype 50 :	2102101200020102222121010
Haplotype 59 :	1001001100010001111110010
Haplotype 71 :	1101100100010101111011000

Genotype 51 :	2102101200020102222121010
Haplotype 71 :	1101100100010101111011000
Haplotype 59 :	1001001100010001111110010

Genotype 52 :	2012112201020011222220020
Haplotype 59 :	1001001100010001111110010
Haplotype 80 :	1011111101010010111110010

Genotype 53 :	2121122102120020222120120
Haplotype 80 :	1011111101010010111110010
Haplotype 108 :	1110011001110010111010110

Genotype 54 :	2012112201020011222220020
Haplotype 80 :	1011111101010010111110010
Haplotype 59 :	1001001100010001111110010

Genotype 55 :	2121122102120020222120120
Haplotype 80 :	1011111101010010111110010
Haplotype 108 :	1110011001110010111010110

Genotype 56 :	2012112201020011222220020
Haplotype 80 :	1011111101010010111110010
Haplotype 59 :	1001001100010001111110010

Genotype 57 :	2102101200020102222121010
Haplotype 59 :	1001001100010001111110010
Haplotype 71 :	1101100100010101111011000

